DBA,ADDRESS,LON,LAT,BORO,ZIPCODE,CUISINE DESCRIPTION,VIOLATION POINTS,GRADE,GRADE DATE
CHINA GRILL,"22012 Horace Harding Expessway, Queens New York 11364",-73.7574422,40.7486517,QUEENS,11364,Chinese,10,A,5/14/2015
HARMONY BAKERY,"756 Burke Avenue, Bronx New York 10467",-73.8647986,40.8713808,BRONX,10467,Bakery,2,A,5/14/2015
FAMILY GARDEN,"111A Ditmas Avenue, Brooklyn New York 11218",-73.9777006,40.6355893,BROOKLYN,11218,Chinese,7,A,5/14/2015
SAPORE GOURMET,"2454 E Tremont Ave, Bronx New York 10461",-73.851291,40.842426,BRONX,10461,Italian,29,Z,5/14/2015
UPI JAYA RESTAURANT INC,"76-04 Woodside Avenue, Queens New York 11373",-73.8886552,40.743224,QUEENS,11373,Indonesian,10,A,5/14/2015
PALOMBO BAKERY,"789 Allerton Ave, Bronx New York 10467",-73.8638646,40.8656767,BRONX,10467,Bakery,6,A,5/14/2015
HO'BRAH A TACO JOINT,"412 Forest Ave, Staten Island New York 10301",-74.103029,40.630647,STATEN ISLAND,10301,Mexican,9,A,5/14/2015
HENAN HUIMIAN,"13631 41St Ave, Queens New York 11355",-73.8285063,40.7590465,QUEENS,11355,Chinese,7,A,5/14/2015
HANEUL BABSANG,"15129 34Th Ave, Queens New York 11354",-73.8118269,40.767349,QUEENS,11354,Korean,9,A,5/14/2015
PRESSO COFFEE,"13342 39Th Ave, Queens New York 11354",-73.8670215,40.7495344,QUEENS,11354,Café/Coffee/Tea,4,A,5/14/2015
POPEYES,"3411 Jerome Ave, Bronx New York 10467",-73.883673,40.881001,BRONX,10467,American ,9,A,5/14/2015
MOON STAR GRILL,"3519 Johnson Avenue, Bronx New York 10463",-73.9098744,40.8860884,BRONX,10463,Asian,10,A,5/14/2015
WHOLESOME GARDEN PIZZA,"3529 Broadway, Manhattan New York 10031",-73.9509793,40.8261459,MANHATTAN,10031,Pizza,34,Z,5/14/2015
CJ DIAMOND CAFE,"4102 College Point Blvd, Queens New York 11355",-73.8339082,40.7560273,QUEENS,11355,Chinese,2,A,5/14/2015
HABANERO CAFE MEXICAN GRILL,"715 Flushing Ave, Brooklyn New York 11206",-73.9440286,40.7006576,BROOKLYN,11206,Mexican,7,A,5/14/2015
CHINA HOUSE QUEENS TAKE OUT,"20618 Hillside Ave, Queens New York 11427",-73.7007303,40.7389441,QUEENS,11427,Chinese,7,A,5/14/2015
GREAT WALL RESTAURANT,"2359 Grand Concourse, Bronx New York 10468",-73.8993748,40.8592011,BRONX,10468,Chinese,5,A,5/14/2015
NEW CHINA TACO,"7419 Metropolitan Ave, Queens New York 11379",-73.8739981,40.7132343,QUEENS,11379,Tex-Mex,12,A,5/14/2015
CHENGOU BOBO JI,"13620 Roosevelt Ave, Queens New York 11354",-73.8290528,40.7593211,QUEENS,11354,Chinese,24,Z,5/14/2015
MAPO GALMAEGI,"13671 Roosevelt Ave, Queens New York 11354",-73.8276189,40.7602098,QUEENS,11354,Korean,24,Z,5/14/2015
GANDA SUSHI ZONE,"8008 Surrey Pl, Queens New York 11432",-73.789221,40.726154,QUEENS,11432,Japanese,4,A,5/14/2015
MASALA GRILL,"501B Atlantic Ave, Brooklyn New York 11217",-73.9810554,40.6857624,BROOKLYN,11217,Indian,6,A,5/14/2015
MANDARIN HOUSE,"730A Port Richmond Ave, Staten Island New York 10302",-74.143277,40.6256341,STATEN ISLAND,10302,Chinese,10,A,5/14/2015
SPACE BILLARD,"34 W 32Nd St, Manhattan New York 10001",-73.9872855,40.7477239,MANHATTAN,10001,Korean,10,A,5/14/2015
RAI RAI KEN,"1467 Amsterdam Ave, Manhattan New York 10027",-73.953125,40.817092,MANHATTAN,10027,Japanese,0,A,5/14/2015
MAZA CAFE,"30 Carmine St, Manhattan New York 10014",-74.0028427,40.7301693,MANHATTAN,10014,Turkish,2,Z,5/14/2015
BUFFALO WILD WINGS GRILL & BAR,"193 W 237Th St, Bronx New York 10463",-73.8999482,40.884355,BRONX,10463,American ,5,A,5/14/2015
MCDONALD'S,"11905 Liberty Avenue, Queens New York 11419",-73.82399,40.686568,QUEENS,11419,Hamburgers,11,A,5/13/2015
STARBUCKS COFFEE,"45 East 51 Street, Manhattan New York 10022",-73.9742229,40.7584214,MANHATTAN,10022,Café/Coffee/Tea,9,A,5/13/2015
BARRAGE,"401 West 47 Street, Manhattan New York 10036",-73.9905611,40.7619072,MANHATTAN,10036,American ,11,A,5/13/2015
UNCLE LOUIE G'S ITALIAN ICES & ICE CREAM,"3138 Avenue U, Brooklyn New York 11229",-73.933699,40.602265,BROOKLYN,11229,"Ice Cream, Gelato, Yogurt, Ices",12,A,5/13/2015
KETTLE OF FISH,"59 Christopher Street, Manhattan New York 10014",-74.0023857,40.733803,MANHATTAN,10014,American ,8,A,5/13/2015
PITA EXPRESS,"15 Ann Street, Manhattan New York 10038",-74.0077811,40.7110299,MANHATTAN,10038,Jewish/Kosher,12,A,5/13/2015
LLOYD & JAY'S KOSHER DELI,"2718 Avenue U, Brooklyn New York 11229",-73.944109,40.5999893,BROOKLYN,11229,Jewish/Kosher,9,A,5/13/2015
CROWN FRIED CHICKEN,"9240 Guy Brewer Boulevard, Queens New York 11433",-73.7965328,40.7034697,QUEENS,11433,Chicken,11,A,5/13/2015
ARS NOVA THEATER,"511 West 54 Street, Manhattan New York 10019",-73.9906166,40.7677131,MANHATTAN,10019,American ,4,A,5/13/2015
SINGH'S ROTI SHOP & BAR,"13118 Liberty Avenue, Queens New York 11419",-73.8141255,40.6903658,QUEENS,11419,Caribbean,9,A,5/13/2015
CARLOS PIZZERIA,"575 Seneca Avenue, Queens New York 11385",-73.9106155,40.7045582,QUEENS,11385,Pizza/Italian,11,A,5/13/2015
FAVELA,"3318 28 Avenue, Queens New York 11103",-73.9180217,40.7672664,QUEENS,11103,Brazilian,13,A,5/13/2015
JOHN'S LUNCHEONETTE,"331 East Gun Hill Road, Bronx New York 10467",-73.8733088,40.8789712,BRONX,10467,American ,3,A,5/13/2015
FULTON CAFE,"800 Food Center Drive, Bronx New York 10474",-73.8750442,40.8031789,BRONX,10474,Café/Coffee/Tea,12,A,5/13/2015
STARBUCKS COFFEE,"322 West 57 Street, Manhattan New York 10019",-73.9840606,40.7669625,MANHATTAN,10019,Café/Coffee/Tea,11,A,5/13/2015
SOHO LOUNGE,"2213 65 Street, Brooklyn New York 11204",-73.980744,40.613757,BROOKLYN,11204,Russian,9,A,5/13/2015
MIDORI MATSU,"11116 Queens Boulevard, Queens New York 11375",-73.8373459,40.7181574,QUEENS,11375,Japanese,5,A,5/13/2015
FRESCO TORTILLERIA,"11632 Queens Boulevard, Queens New York 11375",-73.8331347,40.7152401,QUEENS,11375,Tex-Mex,11,A,5/13/2015
BAMBOO EXPRESS RESTAURANT & BAKERY,"772 Flatbush Avenue, Brooklyn New York 11226",-73.9598132,40.6539719,BROOKLYN,11226,Caribbean,13,A,5/13/2015
OPEN DOOR GASTROPUB,"110 John Street, Manhattan New York 10038",-74.0060373,40.7076634,MANHATTAN,10038,American ,7,A,5/13/2015
"DUNKIN' DONUTS, BASKIN ROBBINS","100 Chambers Street, Manhattan New York 10007",-74.0078192,40.7146326,MANHATTAN,10007,Donuts,12,A,5/13/2015
THE FORK BAR & GRILL,"252 8 Avenue, Manhattan New York 10011",-73.998391,40.7450103,MANHATTAN,10011,American ,13,A,5/13/2015
MOLECULE WATER STORE,"259 East 10 Street, Manhattan New York 10009",-73.983414,40.7285899,MANHATTAN,10009,"Bottled beverages, including water, sodas, juices, etc.",10,A,5/13/2015
THE MANSION GRAND,"141 Mansion Ave, Staten Island New York 10308",-74.1407731,40.5446914,STATEN ISLAND,10308,American ,12,A,5/13/2015
54 BELOW,"254 West 54 Street, Manhattan New York 10019",-73.9837888,40.7642662,MANHATTAN,10019,American ,3,A,5/13/2015
ESTIATORIO MILOS,"125 West 55 Street, Manhattan New York 10019",-73.9789514,40.763598,MANHATTAN,10019,Seafood,12,A,5/13/2015
VISIONS COCKTAIL LOUNGE,"752 Coney Island Avenue, Brooklyn New York 11218",-73.969122,40.639138,BROOKLYN,11218,American ,12,A,5/13/2015
TUSCAN HILLS,"115-20 Queens Boulevard, Queens New York 11375",-73.8340859,40.7159829,QUEENS,11375,Italian,10,A,5/13/2015
THE PROPER CAFE,"217-01 Linden Boulevard, Queens New York 11411",-73.74236,40.696093,QUEENS,11411,American ,13,A,5/13/2015
DIAMANTE POBLANO RESTAURANT,"2431 Jerome Avenue, Bronx New York 10468",-73.901932,40.862181,BRONX,10468,Mexican,7,A,5/13/2015
DROM,"85 Avenue A, Manhattan New York 10009",-73.98443,40.725358,MANHATTAN,10009,Mediterranean,26,Z,5/13/2015
TERMINAL 5,"610 West 56 Street, Manhattan New York 10019",-73.9927335,40.7697795,MANHATTAN,10019,American ,12,A,5/13/2015
BENNY'S  PIZZERIA,"3517 Whiteplains Road, Bronx New York 10467",-73.8667396,40.8780002,BRONX,10467,Pizza,5,A,5/13/2015
TACO BELL,"390 8 Avenue, Manhattan New York 10001",-73.9952717,40.749267,MANHATTAN,10001,Other,13,A,5/13/2015
NO. 8,"357 W 16Th St, Manhattan New York 10011",-74.0036117,40.7421853,MANHATTAN,10011,American ,13,A,5/13/2015
KINARAS INDIAN FOOD,"368 Myrtle Avenue, Brooklyn New York 11205",-73.971424,40.6930054,BROOKLYN,11205,Indian,10,A,5/13/2015
BROOKLYN HEIGHTS WINE BAR,"50 Henry Street, Brooklyn New York 11201",-73.9922075,40.6995324,BROOKLYN,11201,American ,10,A,5/13/2015
JESSIE'S EXPRESS CAFE,"411 8 Avenue, Manhattan New York 10001",-73.9953515,40.7501518,MANHATTAN,10001,Sandwiches/Salads/Mixed Buffet,12,A,5/13/2015
ROYAL CUCINA,"1352 Hylan Boulevard, Staten Island New York 10305",-74.0855865,40.5955159,STATEN ISLAND,10305,American ,10,A,5/13/2015
THE BRESLIN BAR & DINNING ROOM,"16 West 29 Street, Manhattan New York 10001",-73.9880941,40.7456687,MANHATTAN,10001,English,9,A,5/13/2015
ANTIKA PIZZERIA,"3608 30 Avenue, Queens New York 11103",-73.917222,40.76466,QUEENS,11103,Pizza/Italian,13,A,5/13/2015
DUNKIN' DONUTS/ BASKIN ROBBINS,"148 Smith Street, Brooklyn New York 11201",-73.9907351,40.6866761,BROOKLYN,11201,Donuts,10,A,5/13/2015
WALDY'S WOOD FIRED PIZZA & PENNE,"800 6 Avenue, Manhattan New York 10001",-73.9905429,40.7455085,MANHATTAN,10001,Pizza,5,A,5/13/2015
BEST BUY THEATER,"1515 Broadway, Manhattan New York 10036",-73.9860665,40.7579328,MANHATTAN,10036,American ,2,A,5/13/2015
SAXON & PAROLE,"316 Bowery, Manhattan New York 10012",-73.9925391,40.7251783,MANHATTAN,10012,American ,10,A,5/13/2015
DUNKIN DONUTS,"3291 Amboy Road, Staten Island New York 10306",-74.1350945,40.5608604,STATEN ISLAND,10306,Donuts,10,A,5/13/2015
CARIOCA GRILL,"2903 Broadway, Queens New York 11106",-73.8848223,40.7438742,QUEENS,11106,Brazilian,9,A,5/13/2015
BAGELS ETC,"10827 Ascan Avenue, Queens New York 11375",-73.8407371,40.7180816,QUEENS,11375,Bagels/Pretzels,5,A,5/13/2015
LIBRARY BAR,"353 West 57 Street, Manhattan New York 10019",-73.9853258,40.767942,MANHATTAN,10019,American ,5,A,5/13/2015
DUNKIN' DONUTS,"2795 Richmond Avenue, Staten Island New York 10314",-74.1674401,40.5769947,STATEN ISLAND,10314,Donuts,5,A,5/13/2015
"DUNKIN' DONUTS, BASKIN ROBBINS","33-28 21 Street, Queens New York 11106",-73.9329986,40.7638618,QUEENS,11106,Donuts,10,A,5/13/2015
GREEN HOUSE RESTAURANT & PARTY HALL,"90 Church Avenue, Brooklyn New York 11218",-73.9796643,40.6425388,BROOKLYN,11218,Bangladeshi,24,Z,5/13/2015
L'AROMA DELI CAFE,"6254 Forest Avenue, Queens New York 11385",-73.905862,40.711782,QUEENS,11385,Café/Coffee/Tea,2,A,5/13/2015
STARBUCKS COFFEE,"373 5 Avenue, Manhattan New York 10016",-73.983693,40.749076,MANHATTAN,10016,Café/Coffee/Tea,2,A,5/13/2015
PIZZA HUT / KENTUCKY FRIED CHICKEN,"6202 Fresh Pond Road, Queens New York 11379",-73.9015462,40.7136773,QUEENS,11379,Chicken,10,A,5/13/2015
MET LIFE,"1095 Avenue Of The Americas, Manhattan New York 10036",-73.9848373,40.7547346,MANHATTAN,10036,American ,9,A,5/13/2015
THE PIT AT PEOPLES IMPROV THEATER,"123 East 24 Street, Manhattan New York 10010",-73.9847261,40.7405658,MANHATTAN,10010,American ,7,A,5/13/2015
AJISAI JAPANESE RESTAURANT,"615 9 Avenue, Manhattan New York 10036",-73.9795475,40.7259621,MANHATTAN,10036,Japanese,13,A,5/13/2015
THE FLYING PUCK,"364 7 Avenue, Manhattan New York 10001",-73.9926799,40.7488027,MANHATTAN,10001,American ,12,A,5/13/2015
TOLOACHE,"166 East 82 Street, Manhattan New York 10028",-73.975545,40.784642,MANHATTAN,10028,Mexican,10,A,5/13/2015
TOWNHOUSE OF NY,"236 East 58 Street, Manhattan New York 10022",-73.9657113,40.7601715,MANHATTAN,10022,American ,10,A,5/13/2015
BUBBA GUMP SHRIMP CO.,"1501 Broadway, Manhattan New York 10036",-73.9865978,40.7572765,MANHATTAN,10036,American ,11,A,5/13/2015
BURGER & BARREL,"25 West Houston Street, Manhattan New York 10012",-73.998069,40.725716,MANHATTAN,10012,American ,11,A,5/13/2015
MCDONALD'S,"824 3 Avenue, Manhattan New York 10022",-73.9708361,40.7561264,MANHATTAN,10022,Hamburgers,8,A,5/13/2015
TUTT HEIGHTS CAFE,"47 Hicks Street, Brooklyn New York 11201",-73.9932084,40.7001795,BROOKLYN,11201,Middle Eastern,9,A,5/13/2015
BREAD & TULIPS,"365 Park Avenue South, Manhattan New York 10016",-73.9845816,40.7421034,MANHATTAN,10016,Italian,12,A,5/13/2015
WESTWAY DINER,"614 9 Avenue, Manhattan New York 10036",-73.9796489,40.7257578,MANHATTAN,10036,American ,26,Z,5/13/2015
THE GATHER INN AGAIN,"2718 Gerritsen Avenue, Brooklyn New York 11229",-73.9254353,40.5927793,BROOKLYN,11229,Irish,10,A,5/13/2015
PETE'S CANDY STORE,"709 Lorimer Street, Brooklyn New York 11211",-73.9502506,40.7180854,BROOKLYN,11211,American ,7,A,5/13/2015
CAFE GRUMPY,"383 7 Avenue, Brooklyn New York 11215",-73.98263,40.6652159,BROOKLYN,11215,American ,21,Z,5/13/2015
BAGEL MAVEN CAFE,"370 7 Avenue, Manhattan New York 10001",-73.9924742,40.7490266,MANHATTAN,10001,American ,9,A,5/13/2015
THE PRINCETON CLUB,"15 West 43 Street, Manhattan New York 10036",-73.9812607,40.7547107,MANHATTAN,10036,American ,10,A,5/13/2015
NYU GCASL KITCHEN,"238 Thompson Street, Manhattan New York 10012",-73.9982425,40.7298729,MANHATTAN,10012,American ,4,A,5/13/2015
MISS LILY'S,"132 West Houston Street, Manhattan New York 10012",-74.0014099,40.7279307,MANHATTAN,10012,Caribbean,12,A,5/13/2015
SUSHI JUN,"875 3 Avenue, Manhattan New York 10022",-73.9694114,40.7573293,MANHATTAN,10022,Japanese,12,A,5/13/2015
LINCOLN CENTER KITCHEN @ AVERY FISHER HALL,"132 West 65 Street, Manhattan New York 10023",-73.9830865,40.7731303,MANHATTAN,10023,American ,2,A,5/13/2015
TONY'S DELI,"1069 Wyckoff Avenue, Queens New York 11385",-73.902463,40.694924,QUEENS,11385,Delicatessen,11,A,5/13/2015
ZINC,"82 West 3 Street, Manhattan New York 10012",-73.9990439,40.7296008,MANHATTAN,10012,American ,10,A,5/13/2015
TASTE GOOD MALAYSIAN CUISINE,"8218 45 Avenue, Queens New York 11373",-73.8821171,40.7414711,QUEENS,11373,Asian,12,A,5/13/2015
VICTORY GARDEN,"31 Carmine Street, Manhattan New York 10014",-74.0032189,40.7303616,MANHATTAN,10014,"Ice Cream, Gelato, Yogurt, Ices",2,A,5/13/2015
WHITE CASTLE,"900 Pennsylvania Avenue, Brooklyn New York 11207",-73.8889821,40.6558446,BROOKLYN,11207,Hamburgers,5,A,5/13/2015
SUBWAY,"713 Fulton Street, Brooklyn New York 11217",-73.9769101,40.6874695,BROOKLYN,11217,Sandwiches/Salads/Mixed Buffet,12,A,5/13/2015
DUNKIN DONUTS,"2302 Knapp Street, Brooklyn New York 11229",-73.9336715,40.5965639,BROOKLYN,11229,Café/Coffee/Tea,12,A,5/13/2015
CROWN FRIED CHICKEN,"431 Ralph Avenue, Brooklyn New York 11233",-73.921791,40.674391,BROOKLYN,11233,Other,7,A,5/13/2015
BAR MISHIMA,"212 East 52 Street, Manhattan New York 10022",-73.969291,40.756594,MANHATTAN,10022,Japanese,9,A,5/13/2015
BEACON BAR,"2130 Broadway, Manhattan New York 10023",-73.9810319,40.7807066,MANHATTAN,10023,American ,12,A,5/13/2015
CHEERS THAI RESTAURANT,"568 Metropolitan Ave, Brooklyn New York 11211",-73.9499975,40.7137984,BROOKLYN,11211,Thai,12,A,5/13/2015
SUBWAY,"400 Myrtle Ave, Brooklyn New York 11205",-73.9699771,40.6930003,BROOKLYN,11205,Sandwiches,5,A,5/13/2015
SINGAS FAMOUS PIZZA & GRILL,"4202 Northern Blvd, Queens New York 11101",-73.9213737,40.7522923,QUEENS,11101,Pizza,5,A,5/13/2015
EMILY,"919 Fulton St, Brooklyn New York 11238",-73.9663928,40.683555,BROOKLYN,11238,American ,9,A,5/13/2015
NOUS ESPRESSO BAR,"1150 Amsterdam Ave, Manhattan New York 10027",-73.9609062,40.8074195,MANHATTAN,10027,Café/Coffee/Tea,13,A,5/13/2015
SIZZLER,"10027 Metropolitan Ave, Queens New York 11375",-73.8522308,40.7109144,QUEENS,11375,American ,6,A,5/13/2015
SALUTE KOSHER RESTAURANT,"6361 108 Street, Queens New York 11375",-73.8495259,40.7335644,QUEENS,11375,Russian,12,A,5/13/2015
EGG ROLL CHINESE RESTAURANT,"1772 Broadway, Brooklyn New York 11207",-73.9099813,40.6823469,BROOKLYN,11207,Chinese,11,A,5/13/2015
BEAST OF BOURBON,"710 Myrtle Ave, Brooklyn New York 11205",-73.9549186,40.6944455,BROOKLYN,11205,Barbecue,12,A,5/13/2015
NEXT BAR & LOUNGE,"43 Mott Street, Manhattan New York 10013",-73.9990371,40.7152474,MANHATTAN,10013,Chinese,12,A,5/13/2015
UNIQUE BAKERY,"6213 Fort Hamilton Pkwy, Brooklyn New York 11219",-74.00713,40.6316739,BROOKLYN,11219,Chinese,9,A,5/13/2015
CAFE EDNA,"195 Nassau Avenue, Brooklyn New York 11222",-73.9451403,40.7257122,BROOKLYN,11222,Café/Coffee/Tea,7,A,5/13/2015
AMBROSE HALL,"18 Fulton St, Manhattan New York 10038",-74.0134032,40.7126365,MANHATTAN,10038,Seafood,9,A,5/13/2015
POTBELLY SANDWICH SHOP,"333 7Th Ave, Manhattan New York 10001",-73.9929049,40.7474253,MANHATTAN,10001,Sandwiches/Salads/Mixed Buffet,13,A,5/13/2015
THE BAO SHOPPE,"30-66 Steinway Street, Queens New York 11103",-73.9165279,40.7623355,QUEENS,11103,Asian,10,A,5/13/2015
MCDONALD'S,"10615 71 Avenue, Queens New York 11375",-73.8451846,40.7200906,QUEENS,11375,Hamburgers,4,A,5/13/2015
DALLAS BBQ,"61-35 Junction Boulevard, Queens New York 11374",-73.8635717,40.7333304,QUEENS,11374,American ,2,A,5/13/2015
KISS MY SLICE,"234 Canal Street, Manhattan New York 10013",-73.9998831,40.717725,MANHATTAN,10013,Pizza,2,A,5/13/2015
AMERICAN WHISKEY,"247 W 30Th St, Manhattan New York 10001",-73.994049,40.749403,MANHATTAN,10001,American ,11,A,5/13/2015
BLUE BOTTLE COFFEE,"1 Rockefeller Plaza, Manhattan New York 10020",-73.9788647,40.7580616,MANHATTAN,10020,American ,12,A,5/13/2015
Kurant,"1091 2 Avenue, Manhattan New York 10022",-73.965299,40.759748,MANHATTAN,10022,Armenian,13,A,5/13/2015
PEPE ROSSO SOCIAL,"173 Mott Street, Manhattan New York 10013",-73.9960318,40.7201163,MANHATTAN,10013,Italian,12,A,5/13/2015
LEO'S PIZZA,"31-01 36Th Ave, Queens New York 11106",-73.9294361,40.756577,QUEENS,11106,Pizza,9,A,5/13/2015
KUNG FU LITTLE STEAMED BUNS RAMEN,"811 8 Avenue, Manhattan New York 10019",-73.9866635,40.761552,MANHATTAN,10019,Chinese,10,A,5/13/2015
EUROPA CAFE,"1177 Avenue Of The Americas, Manhattan New York 10036",-73.9828897,40.7573098,MANHATTAN,10036,Café/Coffee/Tea,8,A,5/13/2015
LITTLE CAESARS,"1431 Fulton Street, Brooklyn New York 11216",-73.943937,40.6803219,BROOKLYN,11216,Pizza,5,A,5/13/2015
BARNES & NOBLE CAFE,"106 Court Street, Brooklyn New York 11201",-73.9921299,40.6908345,BROOKLYN,11201,Café/Coffee/Tea,8,A,5/13/2015
KUNG FU TEA,"7010 Austin St, Queens New York 11375",-73.8467768,40.720751,QUEENS,11375,Café/Coffee/Tea,5,A,5/13/2015
ACEY DUCEY'S,"101-17 Metropolitan Avenue, Queens New York 11375",-73.851185,40.710682,QUEENS,11375,American ,10,A,5/13/2015
PULAU PINANG MALAYSIAN CUISINE,"82-84 Broadway, Queens New York 11373",-73.8812901,40.7411868,QUEENS,11373,Asian,17,Z,5/13/2015
BLAZE FRIED CHICKEN,"6732 13 Avenue, Brooklyn New York 11219",-74.003558,40.624316,BROOKLYN,11219,Chicken,8,A,5/13/2015
BUSY CORNER DELI,"345 Flushing Ave, Brooklyn New York 11205",-73.961753,40.6983676,BROOKLYN,11205,American ,15,Z,5/13/2015
SUBWAY SANDWICH,"875 3 Avenue, Manhattan New York 10022",-73.9694114,40.7573293,MANHATTAN,10022,Sandwiches/Salads/Mixed Buffet,4,A,5/13/2015
RESTAURANT ABIDJAN,"1136 Broadway, Brooklyn New York 11221",-73.9293918,40.693385,BROOKLYN,11221,African,5,A,5/13/2015
BELITA'S HOMESTYLE COOKING,"11916 Rockaway Blvd, Queens New York 11420",-73.7410856,40.6382224,QUEENS,11420,Spanish,22,Z,5/13/2015
BURGER KING,"4015 Queens Blvd, Queens New York 11104",-73.8417067,40.7202016,QUEENS,11104,Hamburgers,11,A,5/13/2015
WAFELS & DINGES,"41 W 40Th St, Manhattan New York 10018",-73.9843365,40.7538201,MANHATTAN,10018,Bakery,5,A,5/13/2015
cloud social,"6 W 32Nd St, Manhattan New York 10001",-73.986357,40.7472677,MANHATTAN,10001,American ,10,A,5/13/2015
KRYSTAL'S PASTRY SHOP,"5407 Roosevelt Ave, Queens New York 11377",-73.87994,40.7480746,QUEENS,11377,Bakery,8,A,5/13/2015
TANDOORI HUT,"413 Cortelyou Rd, Brooklyn New York 11218",-73.9749467,40.6384673,BROOKLYN,11218,Indian,44,C,5/13/2015
PAPA JOHN'S,"1009 Broadway, Brooklyn New York 11221",-73.9331764,40.6960255,BROOKLYN,11221,Pizza,13,A,5/13/2015
LA VILLETTA,"398 E 52Nd St, Manhattan New York 10022",-73.9650348,40.754899,MANHATTAN,10022,Italian,40,Z,5/13/2015
STAGE 3,"10 W 32Nd St, Manhattan New York 10001",-73.9864387,40.7473643,MANHATTAN,10001,Korean,4,A,5/13/2015
THAI SLIDERS & CO. LLC,"108 John St, Manhattan New York 10038",-74.0058877,40.70775,MANHATTAN,10038,Thai,16,Z,5/13/2015
SPICEBOX CREPE,"33 Pell St, Manhattan New York 10013",-73.9986098,40.7148363,MANHATTAN,10013,Pancakes/Waffles,8,A,5/13/2015
DUNKIN DONUTS EXPRESS,"Nka Jfk International Airport, Queens New York 11430",-73.7781391,40.6413111,QUEENS,11430,Donuts,8,A,5/13/2015
NORIBAR,"5401 13Th Ave, Brooklyn New York 11219",-73.9948855,40.6319942,BROOKLYN,11219,Japanese,12,A,5/13/2015
A&H DELI,"431 7Th Ave, Manhattan New York 10001",-73.990542,40.750529,MANHATTAN,10001,American ,10,A,5/13/2015
KINOKUNIYA CAFE ZAIYA,"1073 Avenue Of The Americas, Manhattan New York 10018",-73.985102,40.7542172,MANHATTAN,10018,Japanese,2,A,5/13/2015
RED MANGO,"2655 Richmond Ave, Staten Island New York 10314",-74.1659155,40.582418,STATEN ISLAND,10314,"Ice Cream, Gelato, Yogurt, Ices",7,A,5/13/2015
VINCENT AND ANDREA PIZZERIA,"11317 Jamaica Ave, Queens New York 11418",-73.7788809,40.7088048,QUEENS,11418,Pizza,11,A,5/13/2015
BAR BOLINAS,"455 Myrtle Ave, Brooklyn New York 11205",-73.9673328,40.6934795,BROOKLYN,11205,Californian,7,A,5/13/2015
MAGGIE MAE'S,"4115 Queens Blvd, Queens New York 11104",-73.8417067,40.7202016,QUEENS,11104,"Bottled beverages, including water, sodas, juices, etc.",7,A,5/13/2015
HAPPY BUDDHA VEG 2 RESTAURANT,"13537 37Th Ave, Queens New York 11354",-73.8318819,40.7614055,QUEENS,11354,Vegetarian,11,A,5/13/2015
MR. ZENG,"11402 Liberty Ave, Queens New York 11419",-73.828375,40.685407,QUEENS,11419,Chinese,10,A,5/13/2015
MAD 46,"45 E 45Th St, Manhattan New York 10017",-73.9774787,40.7547501,MANHATTAN,10017,American ,3,A,5/13/2015
RECONNECT BAKERY,"110 Moore St, Brooklyn New York 11206",-73.9410809,40.7036157,BROOKLYN,11206,Bakery,5,A,5/13/2015
ROSE'S PIZZA AND PASTA,"1 Penn Plz, Manhattan New York 10119",-73.9925123,40.7511727,MANHATTAN,10119,Pizza/Italian,13,A,5/13/2015
HYATT HERALD SQUARE,"30 W 31St St, Manhattan New York 10001",-73.9877176,40.7469246,MANHATTAN,10001,American ,10,A,5/13/2015
DUNKIN DONUTS/BASKIN ROBBINS,"1922 Flatbush Avenue, Brooklyn New York 11210",-73.9375563,40.6226175,BROOKLYN,11210,Jewish/Kosher,2,A,5/12/2015
HOLTERMANN'S BAKERY,"405 Arthur Kill Road, Staten Island New York 10308",-74.1557125,40.5645274,STATEN ISLAND,10308,Bakery,12,A,5/12/2015
STARBUCKS COFFEE,"2252 Broadway, Manhattan New York 10024",-73.9787631,40.7849131,MANHATTAN,10024,Café/Coffee/Tea,10,A,5/12/2015
FALUCKA,"162 Bleecker Street, Manhattan New York 10012",-74.0002545,40.7285176,MANHATTAN,10012,American ,7,A,5/12/2015
PRETZEL MAKER,"9015 Queens Boulevard, Queens New York 11373",-73.8705157,40.7344654,QUEENS,11373,Bagels/Pretzels,2,A,5/12/2015
EL CASTILLO DEL POLLO COFFEE SHOP,"12808 111 Avenue, Queens New York 11420",-73.8129965,40.6827014,QUEENS,11420,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A,5/12/2015
TACK'S CHINESE TAKE OUT,"11 Holden Blvd, Staten Island New York 10314",-74.1211853,40.6046525,STATEN ISLAND,10314,Chinese,13,A,5/12/2015
FULL MOON SALOON,"8309 5 Avenue, Brooklyn New York 11209",-74.0250022,40.6231678,BROOKLYN,11209,American ,10,A,5/12/2015
MCDONALD'S,"803 Forest Avenue, Staten Island New York 10310",-74.1158584,40.6293085,STATEN ISLAND,10310,Hamburgers,12,A,5/12/2015
POLLOS MARIO,"8613 Roosevelt Avenue, Queens New York 11372",-73.8796042,40.7482456,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A,5/12/2015
KIRAKU SUSHI JAPANESE RESTAURANT,"1948 Williamsbridge Road, Bronx New York 10461",-73.8533694,40.8535072,BRONX,10461,Japanese,11,A,5/12/2015
MCDONALD'S,"21607 Linden Boulevard, Queens New York 11411",-73.7431426,40.6966396,QUEENS,11411,Hamburgers,17,Z,5/12/2015
